1364	7 (0 1 2 3 4 5 6) 
Ribes_velutinum	1000000
Ribes_viburnifolium	1000000
Ribes_villosum	1000000
Ribes_vilmorinii	0000100
Ribes_viscosissimum	0000100
Ribes_watsonianum	0100000
Ribes_wolfii	1000000
Rodgersia_aesculifolia	0001000
Rodgersia_nepalensis	1000000
Rodgersia_pinnata	1000000
Rodgersia_podophylla	1000000
Rodgersia_sambucifolia	0010000
Rosularia_adenotricha	1000000
Rosularia_alpestris	0000100
Rosularia_glabra	0010000
Rosularia_lineata	0100000
Rosularia_modesta	0000100
Rosularia_platyphylla	1000000
Rosularia_rosulata	1000000
Rosularia_serrata	1000000
Saxifraga_adscendens	0001000
Saxifraga_afghanica	1000000
Saxifraga_aizoides	1000000
Saxifraga_aleutica	1000000
Saxifraga_alpigena	0000100
Saxifraga_andersonii	0100000
Saxifraga_androsacea	1000000
Saxifraga_angustata	1000000
Saxifraga_aphylla	1000000
Saxifraga_aquatica	0000100
Saxifraga_arachnoidea	0010000
Saxifraga_aretioides	0000100
Saxifraga_aristulata	0010000
Saxifraga_aspera	1000000
Saxifraga_aurantiaca	0000100
Saxifraga_auriculata	0000100
Saxifraga_babiana	0000100
Saxifraga_balfourii	0000100
Saxifraga_bergenioides	0000100
Saxifraga_biflora	0000100
Saxifraga_biternata	0100000
Saxifraga_bourgaeana	1000000
Saxifraga_brachyphylla	1000000
Saxifraga_brachypoda	1000000
Saxifraga_bracteata	1000000
Saxifraga_bronchialis	1000000
Saxifraga_brunneopunctata	0000100
Saxifraga_brunonis	0000100
Saxifraga_bryoides	0000100
Saxifraga_bulbifera	1000000
Saxifraga_bulleyana	0000100
Saxifraga_burseriana	0000100
Saxifraga_caesia	0000100
Saxifraga_callosa	1000000
Saxifraga_camposii	0010000
Saxifraga_canaliculata	0001000
Saxifraga_candelabrum	0100000
Saxifraga_cardiophylla	0000100
Saxifraga_carpatica	0010000
Saxifraga_carpetana	0100000
Saxifraga_cartilaginea	0001000
Saxifraga_caulescens	0000100
Saxifraga_caveana	1000000
Saxifraga_cebennensis	1000000
Saxifraga_cernua	0001000
Saxifraga_cespitosa	1000000
Saxifraga_cherlerioides	0000100
Saxifraga_chionophila	0010000
Saxifraga_chrysantha	0100000
Saxifraga_chrysanthoides	0000100
Saxifraga_ciliatopetala	0000100
Saxifraga_cinerascens	1000000
Saxifraga_cintrana	0000100
Saxifraga_cochlearis	0100000
Saxifraga_congestiflora	0000100
Saxifraga_conifera	0000100
Saxifraga_consanguinea	0000100
Saxifraga_continentalis	0001000
Saxifraga_cordigera	0000100
Saxifraga_corsica	0000100
Saxifraga_corymbosa	1000000
Saxifraga_cotyledon	1000000
Saxifraga_crustata	0000100
Saxifraga_culcitosa	0000001
Saxifraga_cuneata	1000000
Saxifraga_cuneifolia	1000000
Saxifraga_cymbalaria	0000100
Saxifraga_decora	0000100
Saxifraga_densifoliata	0000100
Saxifraga_dianxibeiensis	0000100
Saxifraga_diapensia	1000000
Saxifraga_diapensioides	0001000
Saxifraga_dichotoma	0000100
Saxifraga_dielsiana	0000100
Saxifraga_diversifolia	1000000
Saxifraga_drabiformis	0000100
Saxifraga_duthiei	0000100
Saxifraga_egregia	0000100
Saxifraga_elliptica	0000100
Saxifraga_engleriana	1000000
Saxifraga_erioblasta	1000000
Saxifraga_eschscholtzii	0001000
Saxifraga_exarata	0100000
Saxifraga_facchinii	0000100
Saxifraga_federici-augusti	0000100
Saxifraga_felineri	0001000
Saxifraga_ferdinandi-coburgi	0000100
Saxifraga_filicaulis	0000100
Saxifraga_filifolia	0000100
Saxifraga_finitima	0000100
Saxifraga_firma	1000000
Saxifraga_flagellaris	0000001
Saxifraga_flexilis	0000100
Saxifraga_florulenta	0000100
Saxifraga_forrestii	0100000
Saxifraga_fortunei	0000100
Saxifraga_fragilis	0100000
Saxifraga_gedangensis	1000000
Saxifraga_gemmigera	0100000
Saxifraga_gemmipara	1000000
Saxifraga_gemmulosa	0000100
Saxifraga_genesiana	0001000
Saxifraga_georgei	1000000
Saxifraga_geranioides	0000100
Saxifraga_giraldiana	0000100
Saxifraga_glacialis	0100000
Saxifraga_glaucophylla	0000100
Saxifraga_globulifera	0000100
Saxifraga_gouldii	0000100
Saxifraga_granulata	1000000
Saxifraga_granulifera	1000000
Saxifraga_haenseleri	0000100
Saxifraga_hariotii	0000001
Saxifraga_hederacea	0000100
Saxifraga_heleonastes	0000100
Saxifraga_hemisphaerica	1000000
Saxifraga_hengduanensis	0001000
Saxifraga_heterotricha	1000000
Saxifraga_hirculoides	0000100
Saxifraga_hirculus	0000100
Saxifraga_hirsuta	0001000
Saxifraga_hispidula	0000100
Saxifraga_hookeri	0000100
Saxifraga_hostii	1000000
Saxifraga_hyperborea	1000000
Saxifraga_hypericoides	0000100
Saxifraga_hypnoides	0000100
Saxifraga_imparilis	0001000
Saxifraga_implicans	1000000
Saxifraga_insolens	1000000
Saxifraga_intricata	0000100
Saxifraga_irrigua	0000100
Saxifraga_isophylla	0000001
Saxifraga_jacquemontiana	0000100
Saxifraga_kingdonii	1000000
Saxifraga_kingiana	0000100
Saxifraga_kolenatiana	0000100
Saxifraga_kotschyi	0000100
Saxifraga_kruhsiana	1000000
Saxifraga_latepetiolata	0000100
Saxifraga_likiangensis	0000100
Saxifraga_lilacina	1000000
Saxifraga_linearifolia	0000100
Saxifraga_litangensis	0000100
Saxifraga_llonakhensis	1000000
Saxifraga_longifolia	0000100
Saxifraga_losae	0000100
Saxifraga_lowndesii	0000100
Saxifraga_lychnitis	1000000
Saxifraga_macrostigmatoides	1000000
Saxifraga_maderensis	1000000
Saxifraga_magellanica	0100000
Saxifraga_marginata	0100000
Saxifraga_mengtzeana	0000100
Saxifraga_mertensiana	1000000
Saxifraga_microgyna	0000100
Saxifraga_microphylla	1000000
Saxifraga_moncayensis	0000100
Saxifraga_montanella	0100000
Saxifraga_moorcroftiana	0000100
Saxifraga_mucronulata	0000100
Saxifraga_mucronulatoides	1000000
Saxifraga_mutata	1000000
Saxifraga_nanella	0000100
Saxifraga_nervosa	0000100
Saxifraga_nevadensis	0000100
Saxifraga_nigroglandulifera	0100000
Saxifraga_nipponica	1000000
Saxifraga_omolojensis	1000000
Saxifraga_omphalodifolia	1000000
Saxifraga_oppositifolia	0000100
Saxifraga_oreophila	0000100
Saxifraga_oresbia	0000100
Saxifraga_osloensis	0001000
Saxifraga_paniculata	0000100
Saxifraga_paradoxa	1000000
Saxifraga_parnassifolia	0000100
Saxifraga_parva	0000100
Saxifraga_pasumensis	0000100
Saxifraga_pedemontana	0000100
Saxifraga_pentadactylis	0000100
Saxifraga_peplidifolia	0000100
Saxifraga_perpusilla	1000000
Saxifraga_petraea	1000000
Saxifraga_pilifera	0000100
Saxifraga_poluniniana	1000000
Saxifraga_porophylla	0010000
Saxifraga_praetermissa	1000000
Saxifraga_prattii	0001000
Saxifraga_presolanensis	1000000
Saxifraga_przewalskii	0000100
Saxifraga_pseudohirculus	0000100
Saxifraga_pubescens	1000000
Saxifraga_pulchra	0000100
Saxifraga_pulvinaria	0000100
Saxifraga_punctulata	0000100
Saxifraga_radiata	1000000
Saxifraga_repanda	0001000
Saxifraga_retusa	0000100
Saxifraga_reuteriana	1000000
Saxifraga_rigoi	0000100
Saxifraga_rivularis	0000100
Saxifraga_rosacea	0000100
Saxifraga_rotundifolia	0100000
Saxifraga_roylei	0000100
Saxifraga_rudolphiana	0000100
Saxifraga_rufescens	0000100
Saxifraga_saginoides	0000100
Saxifraga_sancta	0000100
Saxifraga_sanguinea	1000000
Saxifraga_scardica	0100000
Saxifraga_scleropoda	0100000
Saxifraga_sediformis	0100000
Saxifraga_sedoides	1000000
Saxifraga_seguieri	0000001
Saxifraga_sempervivum	0010000
Saxifraga_sendaica	0100000
Saxifraga_serpyllifolia	0100000
Saxifraga_sibirica	1000000
Saxifraga_sibthorpii	0010000
Saxifraga_signata	0001000
Saxifraga_signatella	0010000
Saxifraga_sinomontana	1000000
Saxifraga_spathularis	0000010
Saxifraga_sphaeradena	1000000
Saxifraga_spinulosa	1000000
Saxifraga_squarrosa	0100000
Saxifraga_stella-aurea	0100000
Saxifraga_stolitzkae	0010000
Saxifraga_stolonifera	0000100
Saxifraga_stribrnyi	0010000
Saxifraga_strigosa	0010000
Saxifraga_styriaca	0010000
Saxifraga_subaequifoliata	0010000
Saxifraga_subsessiliflora	0010000
Saxifraga_substrigosa	1000000
Saxifraga_subverticillata	1000000
Saxifraga_tangutica	0001000
Saxifraga_tatsienluensis	0010000
Saxifraga_taygetea	0100000
Saxifraga_taylorii	0010000
Saxifraga_tenella	0010000
Saxifraga_tibetica	1000000
Saxifraga_tombeanensis	0010000
Saxifraga_triaristulata	0000010
Saxifraga_tricuspidata	0010000
Saxifraga_tridactylites	0100000
Saxifraga_trifurcata	0010000
Saxifraga_tsangchanensis	0010000
Saxifraga_umbellulata	0010000
Saxifraga_umbrosa	0010000
Saxifraga_unguiculata	0010000
Saxifraga_unguipetala	0000001
Saxifraga_uninervia	1000000
Saxifraga_valdensis	0010000
Saxifraga_vayredana	0010000
Saxifraga_versicallosa	0010000
Saxifraga_vespertina	0010000
Saxifraga_wahlenbergii	0010000
Saxifraga_wallichiana	1000000
Saxifraga_wardii	0010000
Saxifraga_wendelboi	0000100
Saxifraga_yarlungzangboensis	0100000
Saxifraga_yezhiensis	0010000
Saxifraga_zimmermannii	0100000
Saxifragella_bicuspidata	0001000
Saxifragodes_albowiana	0100000
Saxifragopsis_fragarioides	1000000
Sedella_pumila	0010000
Sedum_acre	0100000
Sedum_adolphii	1000000
Sedum_alamosanum	0001000
Sedum_album	0010000
Sedum_alexanderi	0001000
Sedum_alfredii	0010000
Sedum_allantoides	0001000
Sedum_alpestre	0000100
Sedum_amplexicaule	0010000
Sedum_andinum	0000001
Sedum_anglicum	0000100
Sedum_annuum	0010000
Sedum_apoleipon	0000001
Sedum_atratum	1000000
Sedum_baileyi	0010000
Sedum_batesii	0010000
Sedum_bergeri	0010000
Sedum_bourgaei	0001000
Sedum_brevifolium	0010000
Sedum_bulbiferum	0010000
Sedum_caducum	1000000
Sedum_caeruleum	0001000
Sedum_caespitosum	0010000
Sedum_candollei	1000000
Sedum_carinatifolium	0010000
Sedum_catorce	0010000
Sedum_celatum	0010000
Sedum_cepaea	0010000
Sedum_chauveaudii	0001000
Sedum_chazaroi	0001000
Sedum_chloropetalum	0000100
Sedum_churchillianum	0000001
Sedum_clavatum	0010000
Sedum_cockerellii	0100000
Sedum_commixtum	0010000
Sedum_correptum	0010000
Sedum_corynephyllum	1000000
Sedum_cymatopetalum	1000000
Sedum_dasyphyllum	0100000
Sedum_debile	1000000
Sedum_dendroideum	0100000
Sedum_diffusum	1000000
Sedum_divergens	0000100
Sedum_drymarioides	0010000
Sedum_ebracteatum	0000100
Sedum_elatinoides	0001000
Sedum_emarginatum	0000100
Sedum_eriocarpum	0001000
Sedum_erythrospermum	1000000
Sedum_fischeri	0010000
Sedum_formosanum	0010000
Sedum_forrestii	1000000
Sedum_forsterianum	0000100
Sedum_fragrans	0100000
Sedum_frutescens	0001000
Sedum_furfuraceum	1000000
Sedum_fuscum	0010000
Sedum_fusiforme	0001000
Sedum_gagei	0000001
Sedum_glaebosum	0100000
Sedum_glaucophyllum	0000001
Sedum_gracile	1000000
Sedum_grandyi	1000000
Sedum_greggii	0010000
Sedum_grisebachii	0100000
Sedum_griseum	0001000
Sedum_guatemalense	0010000
Sedum_gypsicola	0001000
Sedum_gypsophilum	0010000
Sedum_hakonense	0100000
Sedum_hemsleyanum	0010000
Sedum_hintonii	0000001
Sedum_hirsutum	0010000
Sedum_hispanicum	0001000
Sedum_hultenii	0010000
Sedum_humifusum	0010000
Sedum_jaccardianum	0000100
Sedum_jaliscanum	1000000
Sedum_japonicum	0000100
Sedum_jurgensenii	0001000
Sedum_laconicum	0000100
Sedum_lagascae	1000000
Sedum_lanceolatum	1000000
Sedum_lancerottense	0010000
Sedum_liebmannianum	0000001
Sedum_lineare	0010000
Sedum_longipes	0100000
Sedum_magellense	0010000
Sedum_makinoi	0100000
Sedum_mexicanum	0010000
Sedum_meyeri-johannis	0100000
Sedum_microcarpum	0000100
Sedum_modestum	0001000
Sedum_montanum	1000000
Sedum_moranense	0000001
Sedum_morganianum	0100000
Sedum_morrisonense	0001000
Sedum_mucizonia	0010000
Sedum_multicaule	0100000
Sedum_nokoense	0010000
Sedum_nudum	0010000
Sedum_nussbaumerianum	0001000
Sedum_oaxacanum	0100000
Sedum_obcordatum	0010000
Sedum_obtrullatum	0001000
Sedum_obtusatum	0001000
Sedum_obtusipetalum	0010000
Sedum_ochroleucum	0010000
Sedum_onychopetalum	0010000
Sedum_oreades	0000001
Sedum_oreganum	0000100
Sedum_oregonense	0010000
Sedum_oxypetalum	0000100
Sedum_pacense	0001000
Sedum_pallidum	0100000
Sedum_palmeri	1000000
Sedum_platysepalum	0100000
Sedum_polytrichoides	1000000
Sedum_pruinatum	1000000
Sedum_przewalskii	0000100
Sedum_quevae	1000000
Sedum_reniforme	1000000
Sedum_retusum	1000000
Sedum_roborowskii	1000000
Sedum_rupestre	0000100
Sedum_ruwenzoriense	1000000
Sedum_sarmentosum	0000100
Sedum_sediforme	0010000
Sedum_sexangulare	0000100
Sedum_spathulifolium	0001000
Sedum_stefco	0000001
Sedum_stellariifolium	0000001
Sedum_stelliforme	0000001
Sedum_stenopetalum	0000001
Sedum_subtile	1000000
Sedum_subulatum	0000100
Sedum_tenellum	0000001
Sedum_ternatum	0000001
Sedum_treleasei	1000000
Sedum_triactina	0000100
Sedum_trichromum	0000001
Sedum_trullipetalum	0010000
Sedum_tsinghaicum	0010000
Sedum_ulricae	0010000
Sedum_uniflorum	0001000
Sedum_ursi	0001000
Sedum_urvillei	1000000
Sedum_versadense	1000000
Sedum_villosum	0010000
Sedum_vinicolor	0010000
Sedum_wrightii	0000010
Semiliquidambar_cathayensis	0000010
Sempervivum_arachnoideum	0000010
Sempervivum_armenum	0000010
Sempervivum_atropatanum	0000010
Sempervivum_brevipilum	0000010
Sempervivum_calcareum	0000010
Sempervivum_cantabricum	0000010
Sempervivum_caucasicum	0000010
Sempervivum_davisii	0000010
Sempervivum_giuseppii	0000010
Sempervivum_globiferum	0000010
Sempervivum_grandiflorum	0000010
Sempervivum_heuffelii	0000010
Sempervivum_iranicum	0000010
Sempervivum_leucanthum	0000010
Sempervivum_marmoreum	0000010
Sempervivum_minutum	0000010
Sempervivum_montanum	0000010
Sempervivum_pittonii	0000010
Sempervivum_pumilum	0000010
Sempervivum_ruthenicum	0000010
Sempervivum_tectorum	0000010
Sempervivum_transcaucasicum	0000010
Sempervivum_wulfenii	0000010
Sinocrassula_densirosulata	0000010
Sinocrassula_indica	0000010
Sinocrassula_yunnanensis	0000010
Sinowilsonia_henryi	0000010
Soyauxia_floribunda	0000010
Soyauxia_ledermannii	0100000
Soyauxia_talbotii	0100000
Suksdorfia_ranunculifolia	0100000
Suksdorfia_violacea	0100000
Sullivantia_hapemanii	0100000
Sullivantia_oregana	0010000
Sullivantia_sullivantii	0010000
Sycopsis_sinensis	0010000
Tanakaea_radicans	0010000
Telesonix_heucheriformis	0010000
Telesonix_jamesii	0010000
Tellima_grandiflora	0000100
Tetracarpaea_tasmanica	0010000
Thompsonella_garcia-mendozae	0010000
Thompsonella_minutiflora	0010000
Thompsonella_mixtecana	0010000
Thompsonella_nellydiegoae	0010000
Thompsonella_platyphylla	0010000
Thompsonella_spathulata	0010000
Thompsonella_xochipalensis	0010000
Tiarella_cordifolia	0010000
